student_key,student_id,first_name,last_name,gender,nationality,birthdate,grade_level,class_id
24773,24773,Zayed,Al Rashedi,M,Emirati,2014-06-04,4,11
24774,24774,Layla,Al Shamsi,F,Pakistani,2008-11-26,10,30
24775,24775,Noor,Al Suwaidi,F,Bangladeshi,2006-06-01,12,35
24776,24776,Yousef,Al Suwaidi,M,Emirati,2009-05-07,8,23
24777,24777,Omar,Al Murri,M,Emirati,2010-06-06,8,24
24778,24778,Salem,Al Nuaimi,M,Egyptian,2015-04-22,4,11
24779,24779,Yousef,Al Shamsi,M,Emirati,2005-06-01,12,34
24780,24780,Ahmed,Al Suwaidi,M,Lebanese,2016-03-03,1,1
24781,24781,Hassan,Al Saadi,M,Arab (Other),2010-09-27,9,27
24782,24782,Yousef,Al Shamsi,M,Pakistani,2016-10-18,2,6
24783,24783,Hind,Al Falahi,F,Arab (Other),2008-12-24,9,27
24784,24784,Reem,Al Rashedi,F,Pakistani,2014-08-24,3,7
24785,24785,Ahmed,Al Mazrouei,M,Canadian,2014-02-23,4,12
24786,24786,Noor,Al Murri,F,Lebanese,2006-04-21,12,35
24787,24787,Mariam,Al Mazrouei,F,Arab (Other),2015-07-28,4,11
24788,24788,Yasmin,Al Rashedi,F,Egyptian,2007-12-30,11,32
24789,24789,Hind,Al Nuaimi,F,Syrian,2014-09-11,4,10
24790,24790,Yasmin,Al Suwaidi,F,Emirati,2011-11-20,6,18
24791,24791,Khalid,Al Mazrouei,M,Emirati,2015-07-21,3,9
24792,24792,Ahmed,Al Mazrouei,M,Palestinian,2008-06-09,11,31
24793,24793,Khalid,Al Saadi,M,Arab (Other),2011-10-03,6,16
24794,24794,Hassan,Al Mazrouei,M,Jordanian,2009-02-28,8,23
24795,24795,Reem,Al Zarooni,F,Arab (Other),2010-10-14,7,20
24796,24796,Sara,Al Rashedi,F,Emirati,2006-03-10,11,33
24797,24797,Zayed,Al Falahi,M,Pakistani,2016-10-19,2,4
24798,24798,Fatima,Al Falahi,F,Emirati,2010-03-03,9,26
24799,24799,Mohammed,Al Shamsi,M,Egyptian,2007-06-10,12,35
24800,24800,Lina,Al Nuaimi,F,Egyptian,2013-10-31,6,17
24801,24801,Yousef,Al Rashedi,M,Pakistani,2016-11-09,3,8
24802,24802,Salem,Al Rashedi,M,Emirati,2016-07-19,2,4
24803,24803,Sara,Al Zarooni,F,Filipino,2015-05-17,2,4
24804,24804,Mariam,Al Murri,F,Bangladeshi,2010-01-05,8,22
24805,24805,Hassan,Al Shamsi,M,Indian,2009-02-27,8,24
24806,24806,Saif,Al Falahi,M,Emirati,2012-04-05,7,20
24807,24807,Lina,Al Falahi,F,Emirati,2015-10-28,4,12
24808,24808,Layla,Al Rashedi,F,Palestinian,2012-07-27,6,18
24809,24809,Ahmed,Al Mansoori,M,Bangladeshi,2010-01-09,9,27
24810,24810,Hind,Al Rashedi,F,Emirati,2015-06-26,4,12
24811,24811,Saif,Al Rashedi,M,Emirati,2011-07-27,7,21
24812,24812,Noor,Al Murri,F,Arab (Other),2010-03-19,9,25
24813,24813,Reem,Al Mansoori,F,Other,2006-01-17,11,33
24814,24814,Ali,Al Saadi,M,Canadian,2016-09-18,1,2
24815,24815,Zayed,Al Suwaidi,M,Egyptian,2014-06-09,4,10
24816,24816,Mariam,Al Shamsi,F,Canadian,2014-08-04,5,14
24817,24817,Ali,Al Falahi,M,Emirati,2005-03-25,12,34
24818,24818,Mariam,Al Falahi,F,American,2018-03-27,1,3
24819,24819,Saif,Al Suwaidi,M,Emirati,2016-07-21,1,2
24820,24820,Ali,Al Murri,M,Bangladeshi,2007-08-16,11,31
24821,24821,Aisha,Al Mansoori,F,Indian,2014-07-06,3,7
24822,24822,Khalid,Al Mansoori,M,Pakistani,2016-09-19,2,6
24823,24823,Yousef,Al Murri,M,African,2007-12-10,10,30
24824,24824,Aisha,Al Rashedi,F,Bangladeshi,2007-03-04,10,28
24825,24825,Sara,Al Falahi,F,Lebanese,2007-01-08,11,33
24826,24826,Lina,Al Murri,F,Pakistani,2006-10-03,11,31
24827,24827,Yousef,Al Zarooni,M,Egyptian,2010-06-10,9,25
24828,24828,Yousef,Al Falahi,M,Pakistani,2008-09-16,9,25
24829,24829,Yasmin,Al Mansoori,F,Pakistani,2011-07-14,6,17
24830,24830,Ahmed,Al Murri,M,Emirati,2008-03-16,9,25
24831,24831,Salem,Al Suwaidi,M,Indian,2016-06-26,2,5
24832,24832,Mariam,Al Mansoori,F,British,2007-06-07,10,28
24833,24833,Ahmed,Al Zarooni,M,Pakistani,2008-01-15,10,29
24834,24834,Reem,Al Suwaidi,F,Emirati,2014-11-23,3,9
24835,24835,Salem,Al Shamsi,M,Syrian,2010-01-25,9,25
24836,24836,Saif,Al Mansoori,M,Filipino,2007-08-16,10,30
24837,24837,Zayed,Al Rashedi,M,Pakistani,2015-09-12,4,12
24838,24838,Hassan,Al Nuaimi,M,Filipino,2013-03-19,6,17
24839,24839,Mohammed,Al Mazrouei,M,Bangladeshi,2016-04-12,1,1
24840,24840,Mohammed,Al Falahi,M,Palestinian,2008-05-20,10,29
24841,24841,Zayed,Al Saadi,M,Lebanese,2006-10-11,12,34
24842,24842,Khalid,Al Falahi,M,Syrian,2007-09-12,12,36
24843,24843,Layla,Al Nuaimi,F,Indian,2009-11-11,10,29
24844,24844,Aisha,Al Rashedi,F,Emirati,2010-09-05,8,23
24845,24845,Lina,Al Suwaidi,F,Palestinian,2014-09-16,5,15
24846,24846,Sara,Al Rashedi,F,American,2016-06-25,1,1
24847,24847,Layla,Al Murri,F,Indian,2007-12-24,11,33
24848,24848,Salem,Al Saadi,M,Lebanese,2005-09-18,12,34
24849,24849,Yasmin,Al Suwaidi,F,Emirati,2016-07-27,3,9
24850,24850,Lina,Al Mazrouei,F,Canadian,2011-10-08,7,21
24851,24851,Layla,Al Falahi,F,Bangladeshi,2015-09-30,4,11
24852,24852,Yasmin,Al Saadi,F,Canadian,2010-06-10,9,25
24853,24853,Mariam,Al Nuaimi,F,Canadian,2014-05-11,5,13
24854,24854,Hassan,Al Rashedi,M,Indian,2017-02-02,2,5
24855,24855,Omar,Al Mansoori,M,Syrian,2015-08-20,3,9
24856,24856,Ahmed,Al Suwaidi,M,Emirati,2011-04-01,6,18
24857,24857,Reem,Al Rashedi,F,Emirati,2014-11-03,3,8
24858,24858,Lina,Al Falahi,F,Emirati,2006-04-25,12,34
24859,24859,Hassan,Al Mazrouei,M,Lebanese,2014-05-09,4,11
24860,24860,Saif,Al Saadi,M,Emirati,2011-03-22,6,17
24861,24861,Ahmed,Al Rashedi,M,Emirati,2010-04-21,7,21
24862,24862,Ali,Al Mazrouei,M,Indian,2008-04-16,10,29
24863,24863,Hind,Al Rashedi,F,Egyptian,2017-02-03,2,4
24864,24864,Reem,Al Zarooni,F,Other,2013-12-24,4,11
24865,24865,Saif,Al Falahi,M,Pakistani,2011-10-28,6,17
24866,24866,Layla,Al Zarooni,F,Emirati,2009-08-19,10,30
24867,24867,Saif,Al Saadi,M,Indian,2011-03-23,8,24
24868,24868,Omar,Al Murri,M,African,2016-04-13,3,9
24869,24869,Zayed,Al Suwaidi,M,Filipino,2017-09-16,2,5
24870,24870,Reem,Al Suwaidi,F,Bangladeshi,2016-12-18,3,7
24871,24871,Khalid,Al Mansoori,M,Emirati,2007-05-15,12,35
24872,24872,Zayed,Al Nuaimi,M,Emirati,2011-02-27,8,22
24873,24873,Omar,Al Shamsi,M,Pakistani,2010-07-29,7,20
24874,24874,Lina,Al Murri,F,Emirati,2011-06-23,6,18
24875,24875,Ahmed,Al Nuaimi,M,Emirati,2014-11-12,5,13
24876,24876,Khalid,Al Saadi,M,Emirati,2015-10-15,3,9
24877,24877,Layla,Al Mazrouei,F,American,2012-02-03,5,13
24878,24878,Lina,Al Suwaidi,F,British,2005-06-25,12,36
24879,24879,Salem,Al Mansoori,M,Egyptian,2013-04-23,5,14
24880,24880,Khalid,Al Mazrouei,M,Pakistani,2016-01-31,1,2
24881,24881,Hind,Al Suwaidi,F,Indian,2015-06-18,2,6
24882,24882,Mariam,Al Mazrouei,F,Emirati,2006-03-09,12,35
24883,24883,Hassan,Al Saadi,M,Canadian,2015-09-20,3,9
24884,24884,Zayed,Al Murri,M,Lebanese,2013-09-15,4,12
24885,24885,Mariam,Al Mazrouei,F,Pakistani,2015-08-17,4,12
24886,24886,Noor,Al Murri,F,American,2007-10-16,11,31
24887,24887,Saif,Al Mazrouei,M,Jordanian,2016-01-15,1,3
24888,24888,Yasmin,Al Mansoori,F,Emirati,2014-11-22,3,8
24889,24889,Yousef,Al Zarooni,M,Bangladeshi,2007-03-14,11,33
24890,24890,Khalid,Al Rashedi,M,British,2006-08-27,12,35
24891,24891,Zayed,Al Suwaidi,M,Emirati,2008-05-24,11,31
24892,24892,Khalid,Al Suwaidi,M,Pakistani,2013-09-01,5,15
24893,24893,Mohammed,Al Mazrouei,M,Emirati,2010-07-11,7,20
24894,24894,Khalid,Al Saadi,M,Emirati,2010-02-03,8,22
24895,24895,Saif,Al Nuaimi,M,Arab (Other),2016-07-28,2,6
24896,24896,Hassan,Al Zarooni,M,Palestinian,2012-12-31,5,13
24897,24897,Hind,Al Zarooni,F,Pakistani,2013-10-07,6,17
24898,24898,Saif,Al Mansoori,M,British,2009-07-02,10,28
24899,24899,Omar,Al Saadi,M,Pakistani,2009-04-20,9,27
24900,24900,Fatima,Al Rashedi,F,Emirati,2013-01-08,5,14
24901,24901,Salem,Al Nuaimi,M,Pakistani,2014-12-29,3,9
24902,24902,Noor,Al Mansoori,F,Emirati,2012-05-14,5,15
24903,24903,Mariam,Al Nuaimi,F,Syrian,2013-09-25,4,12
24904,24904,Hassan,Al Zarooni,M,Emirati,2015-01-17,3,8
24905,24905,Khalid,Al Murri,M,Emirati,2009-08-07,8,24
24906,24906,Fatima,Al Zarooni,F,Jordanian,2007-05-19,12,36
24907,24907,Ali,Al Falahi,M,Indian,2007-11-27,10,29
24908,24908,Noor,Al Saadi,F,Canadian,2013-01-08,6,16
24909,24909,Mariam,Al Mazrouei,F,Palestinian,2008-04-13,9,26
24910,24910,Noor,Al Suwaidi,F,Emirati,2016-07-14,2,5
24911,24911,Ahmed,Al Mansoori,M,Emirati,2009-08-06,10,28
24912,24912,Hind,Al Nuaimi,F,Emirati,2011-06-21,7,19
24913,24913,Noor,Al Mansoori,F,Syrian,2014-01-09,5,13
24914,24914,Mohammed,Al Zarooni,M,Jordanian,2010-01-17,7,21
24915,24915,Salem,Al Shamsi,M,Canadian,2015-10-12,3,7
24916,24916,Ali,Al Mazrouei,M,Pakistani,2012-06-14,6,18
24917,24917,Ali,Al Suwaidi,M,Indian,2010-08-11,9,26
24918,24918,Lina,Al Suwaidi,F,African,2015-03-20,3,9
24919,24919,Yousef,Al Saadi,M,Emirati,2007-08-17,12,35
24920,24920,Mariam,Al Nuaimi,F,Egyptian,2008-08-19,9,26
24921,24921,Omar,Al Shamsi,M,Syrian,2005-10-03,12,35
24922,24922,Salem,Al Mazrouei,M,Emirati,2008-10-31,9,25
24923,24923,Khalid,Al Mansoori,M,Emirati,2015-05-07,2,6
24924,24924,Yasmin,Al Rashedi,F,Palestinian,2011-05-25,7,19
24925,24925,Hind,Al Murri,F,African,2011-08-31,8,24
24926,24926,Ali,Al Mazrouei,M,Emirati,2016-04-17,2,6
24927,24927,Saif,Al Nuaimi,M,Palestinian,2016-04-04,3,9
24928,24928,Mariam,Al Shamsi,F,Egyptian,2013-07-28,6,18
24929,24929,Yousef,Al Suwaidi,M,Emirati,2013-09-18,6,17
24930,24930,Zayed,Al Murri,M,Lebanese,2017-10-13,1,2
24931,24931,Salem,Al Nuaimi,M,Egyptian,2010-04-04,9,25
24932,24932,Mohammed,Al Nuaimi,M,Emirati,2016-12-14,2,5
24933,24933,Sara,Al Saadi,F,Indian,2010-09-06,7,19
24934,24934,Zayed,Al Nuaimi,M,Bangladeshi,2017-02-14,2,5
24935,24935,Lina,Al Saadi,F,Jordanian,2009-12-25,10,30
24936,24936,Hassan,Al Rashedi,M,Egyptian,2009-10-08,9,26
24937,24937,Khalid,Al Shamsi,M,Lebanese,2010-03-24,9,27
24938,24938,Hassan,Al Mansoori,M,Jordanian,2007-10-20,12,34
24939,24939,Salem,Al Mazrouei,M,Pakistani,2016-08-28,1,3
24940,24940,Noor,Al Falahi,F,Emirati,2011-01-15,8,24
24941,24941,Ali,Al Mansoori,M,Indian,2007-06-17,10,30
24942,24942,Saif,Al Suwaidi,M,African,2007-07-03,11,33
24943,24943,Ali,Al Suwaidi,M,Emirati,2009-08-27,9,26
24944,24944,Reem,Al Nuaimi,F,Egyptian,2011-09-17,6,17
24945,24945,Mariam,Al Zarooni,F,British,2015-09-22,2,6
24946,24946,Reem,Al Rashedi,F,Egyptian,2011-06-27,8,24
24947,24947,Omar,Al Rashedi,M,Arab (Other),2008-03-03,10,28
24948,24948,Yousef,Al Suwaidi,M,Emirati,2008-12-31,9,27
24949,24949,Reem,Al Shamsi,F,Bangladeshi,2006-05-03,11,31
24950,24950,Ahmed,Al Murri,M,Pakistani,2008-09-06,9,27
24951,24951,Yasmin,Al Nuaimi,F,Filipino,2013-10-08,4,11
24952,24952,Salem,Al Mazrouei,M,Emirati,2007-07-02,11,33
24953,24953,Khalid,Al Saadi,M,Emirati,2011-10-07,7,20
24954,24954,Ahmed,Al Mansoori,M,Emirati,2005-03-03,12,36
24955,24955,Layla,Al Saadi,F,Egyptian,2011-12-08,6,18
24956,24956,Saif,Al Falahi,M,Emirati,2012-01-23,6,16
24957,24957,Saif,Al Nuaimi,M,Indian,2007-07-14,10,28
24958,24958,Mariam,Al Zarooni,F,Emirati,2008-04-29,10,30
24959,24959,Saif,Al Shamsi,M,Syrian,2014-10-03,3,8
24960,24960,Lina,Al Suwaidi,F,Egyptian,2008-12-01,11,33
24961,24961,Saif,Al Shamsi,M,British,2009-01-29,8,22
24962,24962,Mohammed,Al Nuaimi,M,Emirati,2012-01-13,5,13
24963,24963,Noor,Al Saadi,F,Emirati,2015-09-07,2,6
24964,24964,Hassan,Al Rashedi,M,Lebanese,2011-03-24,6,16
24965,24965,Sara,Al Nuaimi,F,Lebanese,2014-08-02,3,8
24966,24966,Mohammed,Al Saadi,M,Emirati,2014-10-01,5,13
24967,24967,Omar,Al Falahi,M,Bangladeshi,2015-09-02,3,7
24968,24968,Hassan,Al Zarooni,M,Emirati,2007-05-04,10,29
24969,24969,Reem,Al Suwaidi,F,Emirati,2012-07-23,7,21
24970,24970,Saif,Al Murri,M,African,2009-10-07,10,29
24971,24971,Khalid,Al Zarooni,M,Emirati,2013-10-02,5,13
24972,24972,Ahmed,Al Murri,M,Indian,2008-07-30,9,26
24973,24973,Noor,Al Mazrouei,F,Bangladeshi,2014-10-22,5,13
24974,24974,Salem,Al Murri,M,Lebanese,2009-10-01,10,28
24975,24975,Yousef,Al Zarooni,M,Canadian,2012-01-20,6,18
24976,24976,Yousef,Al Saadi,M,Emirati,2006-04-06,11,33
24977,24977,Mohammed,Al Shamsi,M,American,2010-05-12,9,26
24978,24978,Yousef,Al Mazrouei,M,Jordanian,2014-01-03,3,8
24979,24979,Reem,Al Mazrouei,F,British,2016-10-15,3,8
24980,24980,Saif,Al Zarooni,M,Jordanian,2005-03-03,12,35
24981,24981,Saif,Al Shamsi,M,British,2018-03-07,1,1
24982,24982,Mariam,Al Suwaidi,F,Other,2008-01-03,9,26
24983,24983,Omar,Al Falahi,M,Filipino,2012-11-06,6,17
24984,24984,Hassan,Al Suwaidi,M,Egyptian,2017-09-10,1,3
24985,24985,Khalid,Al Mazrouei,M,Bangladeshi,2013-11-21,6,17
24986,24986,Reem,Al Mansoori,F,Bangladeshi,2008-06-09,10,28
24987,24987,Fatima,Al Nuaimi,F,Palestinian,2012-05-08,5,13
24988,24988,Ali,Al Suwaidi,M,Syrian,2011-03-26,8,24
24989,24989,Ali,Al Zarooni,M,Lebanese,2014-08-26,3,7
24990,24990,Reem,Al Saadi,F,Filipino,2008-12-14,10,29
24991,24991,Zayed,Al Shamsi,M,Lebanese,2011-06-18,7,20
24992,24992,Sara,Al Rashedi,F,Jordanian,2015-12-29,3,7
24993,24993,Salem,Al Mansoori,M,Emirati,2008-07-02,10,28
24994,24994,Lina,Al Murri,F,Indian,2012-05-22,6,16
24995,24995,Mariam,Al Rashedi,F,Syrian,2010-06-20,9,26
24996,24996,Omar,Al Zarooni,M,Bangladeshi,2010-05-20,7,19
24997,24997,Omar,Al Mansoori,M,Syrian,2005-09-16,12,34
24998,24998,Ali,Al Saadi,M,Jordanian,2010-07-09,9,26
24999,24999,Mohammed,Al Zarooni,M,Indian,2012-03-25,5,15
25000,25000,Fatima,Al Rashedi,F,Syrian,2016-07-02,1,1
25001,25001,Ahmed,Al Nuaimi,M,Pakistani,2010-12-03,9,26
25002,25002,Fatima,Al Falahi,F,Emirati,2010-07-19,8,24
25003,25003,Yasmin,Al Rashedi,F,Indian,2016-12-01,1,3
25004,25004,Hassan,Al Nuaimi,M,Bangladeshi,2011-02-22,8,22
25005,25005,Omar,Al Zarooni,M,Syrian,2011-02-05,8,23
25006,25006,Salem,Al Rashedi,M,Syrian,2012-04-26,5,13
25007,25007,Zayed,Al Nuaimi,M,Egyptian,2016-08-31,2,6
25008,25008,Yousef,Al Murri,M,Jordanian,2013-02-24,5,15
25009,25009,Mohammed,Al Murri,M,Other,2016-05-21,3,7
25010,25010,Ali,Al Falahi,M,Indian,2011-09-07,7,20
25011,25011,Yousef,Al Saadi,M,Palestinian,2007-01-26,11,32
25012,25012,Hassan,Al Suwaidi,M,Emirati,2013-03-31,5,13
25013,25013,Khalid,Al Zarooni,M,Emirati,2012-05-08,6,17
25014,25014,Lina,Al Murri,F,British,2014-01-31,3,9
25015,25015,Mohammed,Al Rashedi,M,Emirati,2008-08-20,11,33
25016,25016,Noor,Al Murri,F,Palestinian,2017-03-02,1,2
25017,25017,Saif,Al Nuaimi,M,Indian,2009-10-19,8,24
25018,25018,Ali,Al Saadi,M,Emirati,2015-04-03,4,11
25019,25019,Hind,Al Falahi,F,Emirati,2011-07-25,6,17
25020,25020,Ahmed,Al Shamsi,M,Lebanese,2009-05-13,8,23
25021,25021,Ali,Al Zarooni,M,Lebanese,2008-02-21,9,26
25022,25022,Layla,Al Rashedi,F,African,2015-12-13,2,4
25023,25023,Omar,Al Nuaimi,M,American,2005-10-15,12,36
25024,25024,Hassan,Al Falahi,M,British,2011-06-03,7,19
25025,25025,Reem,Al Saadi,F,Arab (Other),2006-10-10,11,32
25026,25026,Yasmin,Al Saadi,F,Syrian,2016-12-09,1,2
25027,25027,Khalid,Al Mazrouei,M,Egyptian,2015-12-24,4,12
25028,25028,Ahmed,Al Zarooni,M,Emirati,2014-10-19,4,12
25029,25029,Khalid,Al Shamsi,M,Bangladeshi,2016-05-05,2,5
25030,25030,Mariam,Al Shamsi,F,American,2008-06-26,10,29
25031,25031,Yousef,Al Suwaidi,M,Egyptian,2015-10-06,4,10
25032,25032,Sara,Al Nuaimi,F,Canadian,2006-06-23,12,36
25033,25033,Lina,Al Falahi,F,African,2006-06-09,11,31
25034,25034,Fatima,Al Saadi,F,British,2015-12-16,4,12
25035,25035,Mariam,Al Suwaidi,F,Bangladeshi,2007-12-06,12,34
25036,25036,Yasmin,Al Zarooni,F,Bangladeshi,2016-09-13,3,7
25037,25037,Omar,Al Mansoori,M,Arab (Other),2014-04-24,4,12
25038,25038,Saif,Al Mansoori,M,Canadian,2008-12-17,11,31
25039,25039,Hassan,Al Rashedi,M,Syrian,2011-11-23,7,21
25040,25040,Lina,Al Saadi,F,Emirati,2015-09-27,3,9
25041,25041,Ahmed,Al Nuaimi,M,Emirati,2012-09-26,7,19
25042,25042,Sara,Al Murri,F,Emirati,2008-02-10,10,30
25043,25043,Zayed,Al Shamsi,M,Emirati,2016-01-22,2,5
25044,25044,Ali,Al Suwaidi,M,Emirati,2015-02-18,3,9
25045,25045,Salem,Al Suwaidi,M,Filipino,2007-11-29,11,33
25046,25046,Sara,Al Suwaidi,F,Emirati,2008-08-01,11,31
25047,25047,Zayed,Al Rashedi,M,Emirati,2012-05-08,5,15
25048,25048,Yasmin,Al Nuaimi,F,Emirati,2013-09-25,6,16
25049,25049,Hassan,Al Nuaimi,M,Egyptian,2007-08-02,12,35
25050,25050,Ali,Al Suwaidi,M,Emirati,2010-04-22,7,19
25051,25051,Lina,Al Shamsi,F,Palestinian,2015-05-07,3,7
25052,25052,Ali,Al Mansoori,M,Arab (Other),2014-04-21,5,13
25053,25053,Khalid,Al Rashedi,M,Arab (Other),2010-03-10,8,24
25054,25054,Hassan,Al Mazrouei,M,Emirati,2014-05-09,5,13
25055,25055,Lina,Al Nuaimi,F,Emirati,2012-01-27,6,16
25056,25056,Mariam,Al Shamsi,F,Other,2009-10-31,8,23
25057,25057,Salem,Al Suwaidi,M,Egyptian,2006-06-02,12,36
25058,25058,Layla,Al Zarooni,F,Egyptian,2010-02-23,9,27
25059,25059,Aisha,Al Rashedi,F,Emirati,2009-10-01,10,29
25060,25060,Hind,Al Murri,F,Egyptian,2016-03-17,3,7
25061,25061,Fatima,Al Murri,F,Emirati,2010-10-27,7,21
25062,25062,Aisha,Al Shamsi,F,Emirati,2012-12-02,7,21
25063,25063,Saif,Al Mansoori,M,Emirati,2010-07-16,7,21
25064,25064,Sara,Al Zarooni,F,Egyptian,2017-09-16,1,3
25065,25065,Salem,Al Mansoori,M,Palestinian,2010-04-08,8,24
25066,25066,Saif,Al Nuaimi,M,Syrian,2015-05-11,3,9
25067,25067,Khalid,Al Murri,M,Canadian,2016-12-23,3,8
25068,25068,Aisha,Al Shamsi,F,Emirati,2006-11-06,12,35
25069,25069,Reem,Al Falahi,F,Syrian,2012-09-30,6,16
25070,25070,Fatima,Al Suwaidi,F,Emirati,2014-03-21,4,10
25071,25071,Layla,Al Suwaidi,F,Palestinian,2012-08-02,6,17
25072,25072,Mohammed,Al Nuaimi,M,Bangladeshi,2014-04-16,3,8
25073,25073,Salem,Al Saadi,M,Indian,2010-10-07,8,24
25074,25074,Layla,Al Murri,F,Jordanian,2018-06-01,1,2
25075,25075,Noor,Al Rashedi,F,Canadian,2010-08-03,8,22
25076,25076,Mohammed,Al Mansoori,M,Emirati,2012-10-01,5,14
25077,25077,Omar,Al Falahi,M,Egyptian,2007-03-18,10,29
25078,25078,Khalid,Al Nuaimi,M,African,2012-02-28,5,13
25079,25079,Lina,Al Mansoori,F,Filipino,2007-10-08,11,31
25080,25080,Salem,Al Zarooni,M,Pakistani,2012-05-28,6,16
25081,25081,Yasmin,Al Rashedi,F,Bangladeshi,2015-07-27,4,10
25082,25082,Aisha,Al Nuaimi,F,Emirati,2011-11-25,8,24
25083,25083,Layla,Al Falahi,F,Emirati,2006-01-05,12,36
25084,25084,Hassan,Al Mansoori,M,Indian,2007-02-25,10,28
25085,25085,Khalid,Al Rashedi,M,Pakistani,2006-12-20,11,32
25086,25086,Fatima,Al Zarooni,F,British,2016-04-23,3,7
25087,25087,Mariam,Al Falahi,F,Pakistani,2017-04-16,2,5
25088,25088,Zayed,Al Suwaidi,M,Syrian,2016-10-10,1,3
25089,25089,Lina,Al Mazrouei,F,Indian,2014-05-12,5,14
25090,25090,Ahmed,Al Suwaidi,M,Canadian,2007-05-01,12,35
25091,25091,Aisha,Al Mazrouei,F,Emirati,2017-03-17,1,2
25092,25092,Mariam,Al Zarooni,F,Arab (Other),2013-09-08,6,16
25093,25093,Lina,Al Rashedi,F,Filipino,2007-12-08,10,29
25094,25094,Mohammed,Al Saadi,M,Indian,2012-02-24,5,14
25095,25095,Omar,Al Mazrouei,M,Indian,2012-12-25,6,16
25096,25096,Ali,Al Falahi,M,Pakistani,2017-03-12,2,6
25097,25097,Mohammed,Al Saadi,M,Pakistani,2008-02-20,10,28
25098,25098,Lina,Al Rashedi,F,Emirati,2013-09-03,5,13
25099,25099,Mohammed,Al Mazrouei,M,Emirati,2013-03-13,5,14
25100,25100,Aisha,Al Falahi,F,Emirati,2012-12-12,6,17
25101,25101,Reem,Al Suwaidi,F,Emirati,2016-02-03,3,8
25102,25102,Zayed,Al Mansoori,M,Bangladeshi,2017-02-20,2,6
25103,25103,Yousef,Al Mansoori,M,Jordanian,2017-03-06,2,4
25104,25104,Zayed,Al Saadi,M,Indian,2010-03-20,8,23
25105,25105,Yousef,Al Rashedi,M,Emirati,2010-09-02,9,27
25106,25106,Saif,Al Suwaidi,M,Arab (Other),2011-03-31,8,22
25107,25107,Yousef,Al Nuaimi,M,Pakistani,2010-06-28,7,21
25108,25108,Hind,Al Nuaimi,F,Palestinian,2017-06-01,2,6
25109,25109,Noor,Al Murri,F,Canadian,2014-09-21,3,8
25110,25110,Ahmed,Al Falahi,M,Pakistani,2013-02-22,4,12
25111,25111,Noor,Al Shamsi,F,Emirati,2017-11-09,1,2
25112,25112,Yousef,Al Saadi,M,Canadian,2010-02-28,7,20
25113,25113,Lina,Al Suwaidi,F,Filipino,2008-08-29,10,28
25114,25114,Mariam,Al Zarooni,F,Pakistani,2005-06-19,12,35
25115,25115,Sara,Al Zarooni,F,Indian,2009-01-03,9,25
25116,25116,Noor,Al Nuaimi,F,Emirati,2015-10-02,2,4
25117,25117,Hassan,Al Shamsi,M,Indian,2012-02-06,7,20
25118,25118,Yousef,Al Murri,M,American,2013-08-07,6,17
25119,25119,Yousef,Al Mansoori,M,Emirati,2012-01-18,7,21
25120,25120,Ali,Al Shamsi,M,Indian,2006-07-07,11,32
25121,25121,Ali,Al Mazrouei,M,Egyptian,2014-01-21,5,13
25122,25122,Mohammed,Al Mazrouei,M,Arab (Other),2016-11-30,1,3
25123,25123,Fatima,Al Shamsi,F,Lebanese,2007-05-03,10,28
25124,25124,Mariam,Al Nuaimi,F,Emirati,2013-06-12,5,13
25125,25125,Fatima,Al Rashedi,F,Bangladeshi,2012-12-02,7,19
25126,25126,Yasmin,Al Shamsi,F,Pakistani,2011-03-08,8,22
25127,25127,Saif,Al Nuaimi,M,British,2013-09-29,6,17
25128,25128,Omar,Al Suwaidi,M,Pakistani,2006-02-01,11,31
25129,25129,Hassan,Al Zarooni,M,Syrian,2012-09-10,6,16
25130,25130,Omar,Al Shamsi,M,Jordanian,2008-12-17,11,31
25131,25131,Sara,Al Shamsi,F,Syrian,2018-05-20,1,1
25132,25132,Zayed,Al Nuaimi,M,Pakistani,2017-07-05,2,5
25133,25133,Reem,Al Suwaidi,F,Emirati,2010-03-31,7,21
25134,25134,Layla,Al Rashedi,F,Emirati,2005-05-24,12,36
25135,25135,Ali,Al Saadi,M,Pakistani,2013-12-14,5,15
25136,25136,Khalid,Al Rashedi,M,Arab (Other),2006-02-12,11,32
25137,25137,Khalid,Al Mazrouei,M,Emirati,2015-08-05,2,6
25138,25138,Reem,Al Saadi,F,Palestinian,2008-06-02,9,27
25139,25139,Lina,Al Mazrouei,F,British,2010-05-08,9,27
25140,25140,Ali,Al Rashedi,M,Pakistani,2011-11-13,8,23
25141,25141,Yasmin,Al Saadi,F,Other,2008-04-12,10,30
25142,25142,Yousef,Al Saadi,M,African,2016-09-29,2,4
25143,25143,Khalid,Al Mazrouei,M,Jordanian,2015-02-09,2,4
25144,25144,Hassan,Al Murri,M,Emirati,2015-01-07,3,7
25145,25145,Mohammed,Al Mazrouei,M,Palestinian,2009-09-28,8,22
25146,25146,Zayed,Al Rashedi,M,Palestinian,2008-05-06,10,29
25147,25147,Yasmin,Al Saadi,F,Egyptian,2015-12-29,3,8
25148,25148,Zayed,Al Zarooni,M,Lebanese,2016-01-23,3,9
25149,25149,Hassan,Al Suwaidi,M,Indian,2009-04-02,9,26
25150,25150,Ahmed,Al Nuaimi,M,Jordanian,2012-12-20,6,17
